,aX,aY,aZ,gX,gY,gZ
7666,-7.91,-1.662,1.408,0.391,0.028,-0.36
7667,-7.599,-1.7,1.422,0.438,-0.021,-0.381
7668,-7.518,-1.7,1.422,0.451,-0.033,-0.386
7669,-7.422,-1.7,1.432,0.47,-0.05,-0.393
7670,-7.341,-1.705,1.446,0.485,-0.062,-0.399
7671,-7.254,-1.709,1.446,0.499,-0.075,-0.404
7672,-7.135,-1.709,1.446,0.519,-0.091,-0.412
7673,-7.058,-1.7,1.441,0.532,-0.102,-0.419
7674,-6.967,-1.7,1.451,0.545,-0.112,-0.425
7675,-6.833,-1.686,1.441,0.561,-0.124,-0.435
7676,-6.752,-1.676,1.437,0.572,-0.13,-0.442
7677,-6.627,-1.662,1.422,0.584,-0.135,-0.45
7678,-6.531,-1.642,1.408,0.591,-0.138,-0.456
7679,-6.445,-1.618,1.408,0.598,-0.14,-0.462
7680,-6.33,-1.595,1.393,0.606,-0.14,-0.469
7681,-6.244,-1.571,1.393,0.61,-0.14,-0.474
7682,-6.163,-1.551,1.389,0.614,-0.139,-0.479
7683,-6.043,-1.528,1.393,0.618,-0.138,-0.485
7684,-5.957,-1.504,1.398,0.619,-0.139,-0.489
7685,-5.847,-1.494,1.408,0.621,-0.14,-0.495
7686,-5.765,-1.465,1.408,0.621,-0.141,-0.5
7687,-5.693,-1.432,1.398,0.617,-0.142,-0.502
7688,-5.602,-1.413,1.389,0.606,-0.139,-0.501
7689,-5.545,-1.427,1.379,0.594,-0.131,-0.5
7690,-5.511,-1.465,1.384,0.579,-0.119,-0.499
7691,-5.492,-1.575,1.393,0.558,-0.098,-0.503
7692,-5.497,-1.671,1.398,0.541,-0.077,-0.513
7693,-5.55,-1.8,1.432,0.516,-0.043,-0.536
7694,-5.612,-1.896,1.437,0.496,-0.011,-0.558
7695,-5.693,-1.978,1.451,0.474,0.027,-0.583
7696,-5.842,-2.073,1.446,0.443,0.088,-0.617
7697,-5.986,-2.14,1.47,0.419,0.141,-0.642
7698,-6.153,-2.212,1.489,0.394,0.199,-0.663
7699,-6.416,-2.318,1.518,0.362,0.284,-0.685
7700,-6.637,-2.413,1.528,0.337,0.353,-0.697
7701,-6.881,-2.523,1.532,0.312,0.424,-0.706
7702,-7.235,-2.686,1.523,0.278,0.523,-0.711
7703,-7.527,-2.82,1.508,0.251,0.599,-0.709
7704,-7.934,-2.993,1.475,0.216,0.702,-0.7
7705,-8.27,-3.117,1.432,0.191,0.779,-0.688
7706,-8.624,-3.247,1.403,0.167,0.855,-0.671
7707,-9.108,-3.409,1.374,0.138,0.95,-0.638
7708,-9.471,-3.529,1.35,0.12,1.014,-0.608
7709,-9.835,-3.644,1.307,0.107,1.073,-0.573
7710,-10.324,-3.797,1.226,0.096,1.142,-0.52
7711,-10.683,-3.903,1.173,0.093,1.184,-0.475
7712,-11.023,-4.003,1.149,0.097,1.214,-0.428
7713,-11.473,-4.123,1.068,0.11,1.235,-0.363
7714,-11.775,-4.195,0.991,0.126,1.238,-0.312
7715,-12.062,-4.271,0.939,0.148,1.226,-0.26
7716,-12.407,-4.343,0.857,0.188,1.189,-0.192
7717,-12.637,-4.377,0.8,0.224,1.144,-0.141
7718,-12.91,-4.405,0.742,0.279,1.063,-0.076
7719,-13.47,-4.353,0.464,0.504,0.673,0.104
7720,-13.532,-4.319,0.402,0.561,0.571,0.134
7721,-13.589,-4.266,0.316,0.635,0.435,0.168
7722,-13.613,-4.223,0.259,0.687,0.337,0.186
7723,-13.623,-4.171,0.206,0.736,0.244,0.2
7724,-13.613,-4.089,0.129,0.795,0.133,0.21
7725,-13.585,-4.027,0.077,0.834,0.061,0.212
7726,-13.532,-3.926,-0.014,0.877,-0.02,0.209
7727,-13.479,-3.836,-0.062,0.902,-0.067,0.203
7728,-13.417,-3.749,-0.105,0.924,-0.103,0.194
7729,-13.331,-3.63,-0.172,0.943,-0.135,0.178
7730,-13.273,-3.529,-0.215,0.951,-0.147,0.166
7731,-13.211,-3.438,-0.249,0.956,-0.152,0.152
7732,-13.139,-3.304,-0.292,0.956,-0.147,0.132
7733,-13.082,-3.208,-0.316,0.952,-0.137,0.118
7734,-13.039,-3.108,-0.335,0.943,-0.123,0.103
7735,-12.972,-2.978,-0.359,0.93,-0.1,0.083
7736,-12.938,-2.887,-0.364,0.916,-0.083,0.067
7737,-12.89,-2.763,-0.369,0.896,-0.062,0.046
7738,-12.857,-2.672,-0.364,0.879,-0.051,0.031
7739,-12.823,-2.591,-0.369,0.862,-0.043,0.014
7740,-12.775,-2.485,-0.364,0.838,-0.042,-0.009
7741,-12.742,-2.404,-0.364,0.819,-0.048,-0.026
7742,-12.675,-2.298,-0.354,0.796,-0.067,-0.052
7743,-12.627,-2.212,-0.345,0.78,-0.091,-0.072
7744,-12.565,-2.131,-0.33,0.763,-0.122,-0.094
7745,-12.474,-2.025,-0.311,0.74,-0.173,-0.124
7746,-12.397,-1.944,-0.302,0.724,-0.219,-0.149
7747,-12.306,-1.872,-0.292,0.709,-0.271,-0.174
7748,-12.163,-1.776,-0.278,0.685,-0.345,-0.21
7749,-12.052,-1.724,-0.268,0.667,-0.405,-0.237
7750,-11.89,-1.652,-0.244,0.64,-0.486,-0.277
7751,-11.756,-1.604,-0.235,0.619,-0.547,-0.307
7752,-10.98,-1.437,-0.115,0.496,-0.806,-0.459
7753,-10.798,-1.413,-0.091,0.466,-0.851,-0.492
7754,-10.616,-1.403,-0.057,0.435,-0.891,-0.526
7755,-10.367,-1.398,-0.005,0.392,-0.936,-0.571
7756,-10.175,-1.393,0.048,0.36,-0.963,-0.604
7757,-9.936,-1.403,0.115,0.315,-0.989,-0.647
7758,-9.764,-1.422,0.163,0.281,-1.001,-0.679
7759,-9.596,-1.437,0.206,0.248,-1.006,-0.711
7760,-9.366,-1.48,0.283,0.203,-1.003,-0.751
7761,-9.208,-1.513,0.33,0.17,-0.992,-0.779
7762,-9.05,-1.547,0.369,0.139,-0.975,-0.807
7763,-8.873,-1.604,0.426,0.099,-0.944,-0.84
7764,-8.744,-1.642,0.479,0.07,-0.915,-0.862
7765,-8.59,-1.705,0.532,0.035,-0.872,-0.888
7766,-8.49,-1.753,0.579,0.012,-0.837,-0.905
7767,-8.408,-1.796,0.632,-0.009,-0.802,-0.919
7768,-8.313,-1.867,0.699,-0.033,-0.756,-0.934
7769,-8.25,-1.925,0.747,-0.048,-0.724,-0.941
7770,-8.179,-2.006,0.809,-0.063,-0.683,-0.947
7771,-8.135,-2.059,0.852,-0.071,-0.655,-0.95
7772,-8.097,-2.078,0.871,-0.077,-0.631,-0.946
7773,-8.054,-2.107,0.919,-0.08,-0.595,-0.928
7774,-8.049,-2.164,0.991,-0.069,-0.573,-0.907
7775,-8.068,-2.26,1.044,-0.055,-0.557,-0.885
7776,-8.078,-2.409,1.053,-0.044,-0.544,-0.858
7777,-8.083,-2.509,1.025,-0.046,-0.536,-0.844
7778,-8.102,-2.614,0.972,-0.061,-0.527,-0.835
7779,-8.121,-2.653,0.967,-0.073,-0.521,-0.834
7780,-8.14,-2.662,0.996,-0.082,-0.519,-0.833
7781,-8.169,-2.643,1.058,-0.08,-0.524,-0.832
7782,-8.188,-2.624,1.135,-0.066,-0.535,-0.828
7783,-8.207,-2.614,1.231,-0.034,-0.559,-0.817
7784,-8.203,-2.614,1.264,-0.003,-0.581,-0.805
7785,-8.183,-2.624,1.274,0.033,-0.605,-0.791
7786,-8.155,-2.634,1.259,0.081,-0.634,-0.768
7787,-8.116,-2.643,1.245,0.116,-0.652,-0.746
7788,-7.906,-2.701,1.144,0.232,-0.686,-0.62
7789,-7.863,-2.701,1.111,0.239,-0.681,-0.591
7790,-7.819,-2.691,1.087,0.24,-0.671,-0.563
7791,-7.767,-2.667,1.068,0.235,-0.65,-0.527
7792,-7.738,-2.638,1.068,0.228,-0.632,-0.5
7793,-7.714,-2.591,1.082,0.221,-0.606,-0.467
7794,-7.695,-2.562,1.097,0.218,-0.586,-0.444
7795,-7.681,-2.528,1.12,0.216,-0.566,-0.422
7796,-7.676,-2.495,1.144,0.216,-0.542,-0.397
7797,-7.671,-2.471,1.154,0.219,-0.525,-0.381
7798,-7.671,-2.447,1.159,0.222,-0.509,-0.367
7799,-7.676,-2.413,1.168,0.226,-0.489,-0.352
7800,-7.681,-2.389,1.164,0.227,-0.477,-0.341
7801,-7.7,-2.346,1.149,0.225,-0.461,-0.328
7802,-7.709,-2.313,1.14,0.222,-0.45,-0.318
7803,-7.728,-2.279,1.12,0.214,-0.44,-0.306
7804,-7.752,-2.227,1.106,0.201,-0.427,-0.289
7805,-7.757,-2.193,1.082,0.188,-0.418,-0.274
7806,-7.772,-2.155,1.058,0.171,-0.409,-0.257
7807,-7.781,-2.116,1.039,0.144,-0.398,-0.232
7808,-7.791,-2.088,1.02,0.121,-0.39,-0.212
7809,-7.8,-2.049,1.001,0.086,-0.378,-0.184
7810,-7.8,-2.025,0.982,0.057,-0.371,-0.163
7811,-7.8,-2.002,0.967,0.027,-0.363,-0.141
7812,-7.796,-1.978,0.943,-0.014,-0.353,-0.112
7813,-7.786,-1.958,0.934,-0.045,-0.347,-0.092
7814,-7.772,-1.939,0.929,-0.076,-0.343,-0.072
7815,-7.762,-1.92,0.919,-0.115,-0.337,-0.048
7816,-7.752,-1.92,0.919,-0.143,-0.335,-0.031
7817,-7.748,-1.901,0.924,-0.179,-0.334,-0.011
7818,-7.733,-1.891,0.929,-0.204,-0.335,0.002
7819,-7.709,-1.891,0.934,-0.228,-0.336,0.014
7820,-7.671,-1.877,0.919,-0.258,-0.34,0.027
7821,-7.638,-1.863,0.905,-0.278,-0.344,0.035
7822,-7.594,-1.844,0.895,-0.304,-0.351,0.043
7823,-7.551,-1.829,0.895,-0.322,-0.358,0.049
7824,-7.508,-1.81,0.886,-0.339,-0.365,0.054
7825,-7.446,-1.786,0.886,-0.359,-0.377,0.058
7826,-7.393,-1.767,0.891,-0.374,-0.387,0.061
7827,-7.336,-1.743,0.891,-0.388,-0.399,0.064
7828,-7.235,-1.719,0.891,-0.403,-0.417,0.067
7829,-7.159,-1.705,0.905,-0.414,-0.433,0.068
7830,-7.087,-1.695,0.929,-0.424,-0.45,0.07
7831,-6.986,-1.666,0.958,-0.436,-0.474,0.072
7832,-6.914,-1.652,0.972,-0.445,-0.491,0.072
7833,-6.618,-1.642,1.01,-0.501,-0.535,0.07
7834,-6.594,-1.662,1.02,-0.52,-0.527,0.07
7835,-6.579,-1.686,1.02,-0.547,-0.503,0.068
7836,-6.594,-1.705,1.01,-0.571,-0.473,0.067
7837,-6.632,-1.729,0.991,-0.596,-0.431,0.067
7838,-6.713,-1.762,0.991,-0.634,-0.358,0.069
7839,-6.8,-1.796,0.991,-0.664,-0.291,0.071
7840,-6.914,-1.839,1.006,-0.694,-0.214,0.074
7841,-7.101,-1.901,1.02,-0.736,-0.099,0.08
7842,-7.264,-1.963,1.049,-0.767,-0.006,0.086
7843,-7.523,-2.049,1.063,-0.808,0.124,0.096
7844,-7.738,-2.121,1.073,-0.837,0.224,0.105
7845,-7.973,-2.193,1.073,-0.866,0.324,0.115
7846,-8.317,-2.289,1.077,-0.902,0.455,0.131
7847,-8.581,-2.356,1.063,-0.927,0.549,0.145
7848,-8.854,-2.433,1.063,-0.951,0.637,0.162
7849,-9.232,-2.519,1.053,-0.978,0.741,0.187
7850,-9.515,-2.581,1.049,-0.996,0.807,0.21
7851,-9.778,-2.634,1.015,-1.01,0.863,0.234
7852,-10.118,-2.701,1.001,-1.023,0.918,0.27
7853,-10.357,-2.739,1.015,-1.028,0.94,0.3
7854,-10.573,-2.768,1.03,-1.031,0.945,0.331
7855,-10.812,-2.801,1.025,-1.026,0.923,0.375
7856,-10.956,-2.83,1.034,-1.019,0.887,0.408
7857,-11.104,-2.84,1.053,-1.003,0.81,0.452
7858,-11.171,-2.844,1.068,-0.987,0.734,0.485
7859,-11.214,-2.84,1.073,-0.967,0.642,0.516
7860,-11.238,-2.83,1.092,-0.935,0.503,0.555
7861,-11.205,-2.816,1.111,-0.909,0.389,0.582
7862,-11.152,-2.796,1.13,-0.88,0.272,0.606
7863,-11.042,-2.758,1.14,-0.841,0.117,0.635
7864,-10.937,-2.72,1.149,-0.813,0.006,0.654
7865,-10.803,-2.686,1.168,-0.785,-0.096,0.671
7866,-10.606,-2.638,1.192,-0.75,-0.212,0.69
7867,-10.448,-2.6,1.207,-0.727,-0.281,0.703
7868,-10.276,-2.547,1.211,-0.706,-0.334,0.715
7869,-10.032,-2.476,1.231,-0.682,-0.375,0.727
7870,-9.855,-2.423,1.25,-0.667,-0.384,0.735
7871,-9.596,-2.342,1.269,-0.649,-0.366,0.744
7872,-9.4,-2.279,1.264,-0.636,-0.333,0.75
7873,-9.213,-2.222,1.274,-0.625,-0.283,0.754
7874,-8.978,-2.16,1.288,-0.61,-0.195,0.757
7875,-8.815,-2.116,1.307,-0.599,-0.117,0.758
7876,-8.677,-2.069,1.302,-0.588,-0.031,0.758
7877,-8.514,-2.002,1.317,-0.572,0.09,0.756
7878,-8.413,-1.954,1.322,-0.56,0.182,0.753
7879,-8.332,-1.896,1.346,-0.544,0.3,0.749
7880,-8.298,-1.853,1.365,-0.532,0.383,0.745
7881,-8.456,-1.58,1.393,-0.494,0.657,0.723
7882,-8.538,-1.513,1.393,-0.493,0.688,0.718
7883,-8.629,-1.456,1.384,-0.495,0.709,0.714
7884,-8.777,-1.384,1.36,-0.506,0.725,0.709
7885,-8.892,-1.331,1.35,-0.519,0.73,0.704
7886,-9.012,-1.288,1.317,-0.537,0.728,0.7
7887,-9.17,-1.245,1.279,-0.57,0.719,0.694
7888,-9.29,-1.226,1.235,-0.598,0.71,0.69
7889,-9.409,-1.211,1.207,-0.632,0.698,0.685
7890,-9.553,-1.192,1.173,-0.682,0.682,0.679
7891,-9.668,-1.188,1.149,-0.724,0.671,0.675
7892,-9.778,-1.192,1.12,-0.767,0.66,0.671
7893,-9.912,-1.211,1.092,-0.829,0.647,0.665
7894,-10.008,-1.245,1.082,-0.876,0.638,0.66
7895,-10.108,-1.288,1.073,-0.938,0.629,0.653
7896,-10.18,-1.336,1.068,-0.984,0.625,0.648
7897,-10.247,-1.379,1.068,-1.028,0.621,0.643
7898,-10.343,-1.432,1.082,-1.083,0.618,0.637
7899,-10.405,-1.48,1.087,-1.121,0.616,0.632
7900,-10.472,-1.523,1.097,-1.157,0.616,0.627
7901,-10.554,-1.59,1.097,-1.199,0.616,0.622
7902,-10.611,-1.647,1.106,-1.227,0.616,0.619
7903,-10.664,-1.7,1.111,-1.252,0.615,0.615
7904,-10.755,-1.762,1.13,-1.28,0.613,0.612
7905,-10.817,-1.815,1.135,-1.296,0.611,0.611
7906,-10.87,-1.858,1.154,-1.308,0.609,0.61
7907,-10.956,-1.906,1.164,-1.319,0.608,0.613
7908,-11.023,-1.944,1.168,-1.324,0.606,0.616
7909,-11.1,-1.978,1.168,-1.325,0.606,0.623
7910,-11.157,-1.997,1.168,-1.322,0.605,0.63
7911,-11.219,-2.011,1.168,-1.316,0.605,0.638
7912,-11.286,-2.021,1.159,-1.304,0.605,0.652
7913,-11.334,-2.03,1.154,-1.292,0.603,0.664
7914,-11.368,-2.03,1.154,-1.277,0.6,0.677
7915,-11.411,-2.025,1.154,-1.255,0.592,0.695
7916,-11.42,-2.011,1.154,-1.235,0.582,0.71
7917,-11.411,-2.006,1.168,-1.214,0.568,0.724
7918,-11.387,-1.992,1.159,-1.182,0.542,0.742
7919,-11.358,-1.968,1.154,-1.157,0.518,0.754
7920,-11.301,-1.949,1.164,-1.131,0.49,0.765
7921,-11.205,-1.92,1.154,-1.096,0.447,0.778
7922,-11.133,-1.891,1.154,-1.068,0.412,0.785
7923,-11.009,-1.863,1.149,-1.033,0.362,0.792
7924,-10.903,-1.834,1.149,-1.007,0.323,0.795
7925,-10.798,-1.796,1.135,-0.982,0.285,0.796
7926,-10.64,-1.748,1.125,-0.951,0.236,0.794
7927,-10.52,-1.714,1.116,-0.93,0.202,0.792
7928,-10.396,-1.671,1.106,-0.91,0.171,0.788
7929,-10.218,-1.623,1.101,-0.886,0.137,0.779
7930,-9.639,-1.465,1.044,-0.831,0.093,0.736
7931,-9.467,-1.422,1.03,-0.821,0.1,0.719
7932,-9.342,-1.398,1.025,-0.815,0.111,0.706
7933,-9.227,-1.374,1.006,-0.81,0.127,0.692
7934,-9.084,-1.346,0.996,-0.805,0.153,0.672
7935,-8.993,-1.326,0.982,-0.803,0.176,0.657
7936,-8.902,-1.317,0.972,-0.801,0.201,0.642
7937,-8.806,-1.298,0.948,-0.801,0.236,0.622
7938,-8.753,-1.288,0.948,-0.802,0.262,0.607
7939,-8.71,-1.288,0.948,-0.803,0.288,0.593
7940,-8.672,-1.293,0.929,-0.804,0.321,0.574
7941,-8.653,-1.298,0.924,-0.804,0.344,0.561
7942,-8.643,-1.307,0.905,-0.805,0.364,0.549
7943,-8.633,-1.312,0.895,-0.805,0.387,0.533
7944,-8.638,-1.326,0.895,-0.803,0.4,0.523
7945,-8.648,-1.355,0.905,-0.801,0.413,0.509
7946,-8.653,-1.369,0.929,-0.799,0.418,0.5
7947,-8.667,-1.393,0.934,-0.796,0.419,0.492
7948,-8.681,-1.432,0.934,-0.79,0.416,0.482
7949,-8.686,-1.46,0.929,-0.784,0.41,0.476
7950,-8.686,-1.504,0.924,-0.778,0.401,0.47
7951,-8.696,-1.547,0.939,-0.769,0.384,0.465
7952,-8.701,-1.575,0.943,-0.761,0.369,0.461
7953,-8.701,-1.604,0.943,-0.752,0.354,0.458
7954,-8.691,-1.638,0.958,-0.737,0.332,0.456
7955,-8.681,-1.662,0.962,-0.725,0.315,0.456
7956,-8.672,-1.681,0.967,-0.712,0.299,0.456
7957,-8.643,-1.7,0.977,-0.692,0.278,0.457
7958,-8.614,-1.719,0.991,-0.677,0.263,0.458
7959,-8.571,-1.724,1.01,-0.653,0.245,0.46
7960,-8.543,-1.729,1.02,-0.634,0.233,0.461
7961,-8.504,-1.733,1.025,-0.614,0.221,0.461
7962,-8.456,-1.733,1.034,-0.586,0.209,0.462
7963,-8.408,-1.729,1.039,-0.565,0.2,0.462
7964,-8.361,-1.724,1.03,-0.544,0.193,0.462
7965,-8.289,-1.709,1.034,-0.517,0.184,0.46
7966,-8.236,-1.695,1.039,-0.499,0.178,0.458
7967,-8.183,-1.686,1.039,-0.48,0.174,0.455
7968,-8.112,-1.671,1.039,-0.459,0.169,0.45
7969,-8.054,-1.657,1.03,-0.445,0.166,0.444
7970,-8.001,-1.642,1.025,-0.432,0.163,0.44
7971,-7.93,-1.623,1.025,-0.418,0.162,0.432
7972,-7.882,-1.614,1.025,-0.409,0.163,0.426
7973,-7.819,-1.595,1.025,-0.401,0.165,0.418
7974,-7.776,-1.58,1.02,-0.395,0.167,0.413
7975,-7.738,-1.571,1.03,-0.391,0.172,0.406
7976,-7.685,-1.551,1.025,-0.387,0.179,0.398
7977,-7.657,-1.532,1.03,-0.384,0.184,0.392
7978,-7.623,-1.518,1.03,-0.381,0.191,0.385
7979,-7.585,-1.499,1.039,-0.378,0.199,0.377
7980,-7.547,-1.475,1.044,-0.375,0.205,0.371
7981,-7.513,-1.465,1.063,-0.372,0.21,0.366
7982,-7.465,-1.446,1.073,-0.366,0.215,0.358
7983,-7.436,-1.432,1.073,-0.361,0.217,0.351
7984,-7.408,-1.413,1.087,-0.356,0.218,0.346
7985,-7.355,-1.389,1.092,-0.347,0.216,0.337
7986,-7.317,-1.379,1.097,-0.339,0.213,0.33
7987,-7.269,-1.36,1.097,-0.329,0.208,0.319
7988,-7.235,-1.346,1.087,-0.321,0.203,0.311
7989,-7.216,-1.336,1.068,-0.313,0.199,0.301
7990,-7.187,-1.331,1.044,-0.304,0.196,0.286
7991,-7.183,-1.326,1.025,-0.299,0.197,0.274
7992,-7.197,-1.322,0.991,-0.295,0.201,0.261
7993,-7.235,-1.322,0.943,-0.292,0.213,0.24
7994,-7.283,-1.326,0.919,-0.292,0.227,0.224
7995,-7.345,-1.336,0.9,-0.296,0.247,0.207
7996,-7.446,-1.355,0.857,-0.304,0.281,0.185
7997,-7.551,-1.369,0.824,-0.313,0.314,0.167
7998,-7.671,-1.384,0.785,-0.324,0.352,0.149
7999,-7.863,-1.398,0.713,-0.343,0.41,0.128
8000,-8.04,-1.413,0.661,-0.357,0.458,0.112
8001,-8.289,-1.437,0.594,-0.38,0.527,0.094
8002,-8.504,-1.456,0.546,-0.398,0.581,0.082
8003,-8.739,-1.47,0.493,-0.417,0.635,0.072
8004,-9.098,-1.489,0.421,-0.444,0.706,0.061
8005,-10.376,-1.518,0.192,-0.535,0.892,0.045
8006,-10.673,-1.499,0.115,-0.557,0.922,0.045
8007,-11.056,-1.465,0.0,-0.585,0.952,0.048
8008,-11.325,-1.427,-0.053,-0.605,0.965,0.052
8009,-11.645,-1.379,-0.11,-0.631,0.961,0.058
8010,-11.866,-1.331,-0.172,-0.649,0.94,0.062
8011,-12.048,-1.274,-0.196,-0.665,0.901,0.066
8012,-12.239,-1.188,-0.244,-0.685,0.823,0.072
8013,-12.34,-1.116,-0.306,-0.699,0.744,0.076
8014,-12.388,-1.039,-0.354,-0.71,0.651,0.078
8015,-12.407,-0.948,-0.383,-0.723,0.502,0.076
8016,-12.378,-0.876,-0.383,-0.729,0.371,0.072
8017,-12.277,-0.79,-0.402,-0.737,0.178,0.057
8018,-12.148,-0.733,-0.412,-0.741,0.024,0.041
8019,-11.995,-0.67,-0.431,-0.746,-0.135,0.021
8020,-11.76,-0.599,-0.455,-0.752,-0.348,-0.015
8021,-11.559,-0.546,-0.455,-0.759,-0.504,-0.046
8022,-11.334,-0.493,-0.46,-0.768,-0.651,-0.082
8023,-11.018,-0.431,-0.45,-0.784,-0.831,-0.134
8024,-10.76,-0.383,-0.431,-0.798,-0.95,-0.176
8025,-10.396,-0.33,-0.417,-0.822,-1.083,-0.235
8026,-10.108,-0.306,-0.402,-0.842,-1.161,-0.281
8027,-9.744,-0.292,-0.364,-0.871,-1.236,-0.342
8028,-9.467,-0.292,-0.335,-0.894,-1.27,-0.387
8029,-9.203,-0.302,-0.302,-0.918,-1.284,-0.432
8030,-8.868,-0.345,-0.259,-0.952,-1.272,-0.489
8031,-8.648,-0.383,-0.225,-0.977,-1.24,-0.53
8032,-8.394,-0.45,-0.182,-1.009,-1.169,-0.58
8033,-7.982,-0.809,-0.01,-1.087,-0.769,-0.714
8034,-8.021,-0.948,0.048,-1.097,-0.615,-0.744
8035,-8.097,-1.049,0.081,-1.101,-0.497,-0.762
8036,-8.212,-1.144,0.134,-1.1,-0.378,-0.776
8037,-8.432,-1.269,0.187,-1.091,-0.224,-0.79
8038,-8.638,-1.35,0.225,-1.079,-0.115,-0.796
8039,-8.959,-1.451,0.235,-1.055,0.018,-0.798
8040,-9.222,-1.504,0.254,-1.033,0.105,-0.794
8041,-9.5,-1.547,0.287,-1.006,0.179,-0.786
8042,-9.883,-1.604,0.273,-0.964,0.258,-0.771
8043,-10.18,-1.633,0.23,-0.929,0.303,-0.756
8044,-10.472,-1.652,0.187,-0.891,0.337,-0.74
8045,-10.851,-1.671,0.163,-0.839,0.36,-0.716
8046,-11.119,-1.671,0.144,-0.799,0.357,-0.697
8047,-11.372,-1.662,0.11,-0.759,0.339,-0.677
8048,-11.665,-1.623,0.062,-0.707,0.291,-0.652
8049,-11.866,-1.585,0.019,-0.67,0.239,-0.635
8050,-12.081,-1.528,-0.077,-0.626,0.151,-0.613
8051,-12.206,-1.48,-0.129,-0.594,0.073,-0.598
8052,-12.306,-1.422,-0.172,-0.565,-0.017,-0.586
8053,-12.388,-1.336,-0.211,-0.532,-0.151,-0.575
8054,-12.416,-1.274,-0.239,-0.511,-0.26,-0.571
8055,-12.392,-1.197,-0.292,-0.488,-0.412,-0.57
8056,-12.34,-1.13,-0.316,-0.475,-0.528,-0.574
8057,-12.254,-1.063,-0.35,-0.466,-0.643,-0.582
8058,-12.11,-0.982,-0.383,-0.46,-0.79,-0.596
8059,-11.976,-0.919,-0.383,-0.46,-0.892,-0.609
8060,-11.751,-0.833,-0.383,-0.464,-1.016,-0.632
8061,-10.903,-0.642,-0.278,-0.509,-1.284,-0.725
8062,-10.621,-0.613,-0.211,-0.529,-1.323,-0.758
8063,-10.41,-0.599,-0.168,-0.545,-1.337,-0.782
8064,-10.19,-0.589,-0.12,-0.561,-1.341,-0.805
8065,-9.917,-0.599,-0.038,-0.581,-1.329,-0.837
8066,-9.725,-0.603,0.01,-0.596,-1.308,-0.86
8067,-9.476,-0.627,0.077,-0.616,-1.267,-0.888
8068,-9.309,-0.651,0.11,-0.629,-1.226,-0.907
8069,-9.155,-0.666,0.163,-0.641,-1.177,-0.926
8070,-8.978,-0.704,0.211,-0.655,-1.1,-0.946
8071,-8.859,-0.733,0.254,-0.663,-1.036,-0.959
8072,-8.739,-0.776,0.306,-0.669,-0.945,-0.975
8073,-8.672,-0.814,0.345,-0.672,-0.874,-0.984
8074,-8.633,-0.852,0.393,-0.672,-0.802,-0.992
8075,-8.614,-0.91,0.436,-0.668,-0.708,-0.999
8076,-8.624,-0.953,0.469,-0.661,-0.64,-1.003
8077,-8.657,-1.015,0.512,-0.648,-0.555,-1.006
8078,-8.696,-1.058,0.536,-0.636,-0.497,-1.008
8079,-8.753,-1.106,0.551,-0.621,-0.444,-1.007
8080,-8.854,-1.164,0.57,-0.597,-0.383,-1.005
8081,-8.94,-1.211,0.579,-0.576,-0.345,-1.003
8082,-9.064,-1.274,0.56,-0.545,-0.306,-0.999
8083,-9.16,-1.302,0.555,-0.519,-0.285,-0.994
8084,-9.251,-1.341,0.551,-0.491,-0.27,-0.987
8085,-9.366,-1.374,0.517,-0.452,-0.256,-0.977
8086,-9.457,-1.403,0.503,-0.421,-0.252,-0.969
8087,-9.534,-1.422,0.46,-0.39,-0.253,-0.959
8088,-9.639,-1.446,0.421,-0.347,-0.259,-0.943
8089,-9.701,-1.456,0.417,-0.313,-0.269,-0.931
8090,-9.778,-1.46,0.421,-0.269,-0.289,-0.913
8091,-9.831,-1.47,0.407,-0.235,-0.309,-0.9
8092,-9.946,-1.48,0.359,-0.084,-0.435,-0.838
8093,-9.941,-1.475,0.35,-0.054,-0.466,-0.827
8094,-9.926,-1.47,0.34,-0.025,-0.497,-0.817
8095,-9.888,-1.465,0.34,0.01,-0.537,-0.806
8096,-9.855,-1.456,0.34,0.034,-0.567,-0.798
8097,-9.802,-1.446,0.345,0.063,-0.604,-0.789
8098,-9.754,-1.441,0.359,0.084,-0.629,-0.784
8099,-9.711,-1.432,0.383,0.102,-0.652,-0.78
8100,-9.644,-1.422,0.397,0.121,-0.677,-0.776
8101,-9.582,-1.417,0.412,0.133,-0.694,-0.775
8102,-9.519,-1.413,0.436,0.143,-0.708,-0.774
8103,-9.424,-1.403,0.469,0.152,-0.722,-0.774
8104,-9.361,-1.398,0.484,0.156,-0.728,-0.774
8105,-9.266,-1.393,0.498,0.159,-0.731,-0.775
8106,-9.203,-1.389,0.527,0.16,-0.729,-0.776
8107,-9.141,-1.389,0.546,0.158,-0.726,-0.777
8108,-9.064,-1.393,0.56,0.153,-0.718,-0.777
8109,-9.012,-1.403,0.584,0.148,-0.708,-0.778
8110,-8.964,-1.408,0.613,0.141,-0.696,-0.778
8111,-8.902,-1.417,0.646,0.129,-0.677,-0.776
8112,-8.844,-1.422,0.666,0.118,-0.66,-0.774
8113,-8.796,-1.441,0.685,0.105,-0.642,-0.772
8114,-8.744,-1.46,0.699,0.086,-0.614,-0.766
8115,-8.705,-1.48,0.713,0.07,-0.592,-0.761
8116,-8.672,-1.499,0.723,0.048,-0.56,-0.751
8117,-8.648,-1.518,0.737,0.031,-0.535,-0.743
