,aX,aY,aZ,gX,gY,gZ
20146,-9.668,-1.413,0.46,-0.344,-0.312,-0.144
20147,-9.572,-1.437,0.498,-0.319,-0.325,-0.149
20148,-9.481,-1.46,0.532,-0.293,-0.333,-0.154
20149,-9.366,-1.484,0.57,-0.257,-0.338,-0.16
20150,-9.28,-1.513,0.603,-0.23,-0.335,-0.165
20151,-9.17,-1.551,0.651,-0.195,-0.324,-0.169
20152,-9.093,-1.575,0.67,-0.169,-0.311,-0.172
20153,-9.007,-1.595,0.69,-0.143,-0.293,-0.174
20154,-8.921,-1.618,0.709,-0.108,-0.263,-0.175
20155,-8.859,-1.633,0.723,-0.083,-0.237,-0.175
20156,-8.787,-1.652,0.752,-0.051,-0.199,-0.173
20157,-8.744,-1.666,0.776,-0.027,-0.17,-0.17
20158,-8.71,-1.676,0.8,-0.004,-0.139,-0.167
20159,-8.672,-1.69,0.814,0.025,-0.1,-0.161
20160,-8.657,-1.695,0.824,0.046,-0.071,-0.157
20161,-8.638,-1.705,0.828,0.066,-0.044,-0.15
20162,-8.629,-1.709,0.833,0.091,-0.011,-0.141
20163,-8.629,-1.705,0.848,0.109,0.01,-0.134
20164,-8.629,-1.705,0.862,0.131,0.035,-0.122
20165,-8.633,-1.709,0.857,0.146,0.049,-0.113
20166,-8.633,-1.709,0.857,0.16,0.061,-0.104
20167,-8.638,-1.695,0.852,0.176,0.071,-0.091
20168,-8.643,-1.695,0.852,0.185,0.075,-0.081
20169,-8.648,-1.695,0.838,0.193,0.077,-0.07
20170,-8.643,-1.686,0.824,0.2,0.076,-0.056
20171,-8.643,-1.666,0.814,0.205,0.074,-0.046
20172,-8.643,-1.638,0.814,0.207,0.069,-0.035
20173,-8.624,-1.618,0.804,0.208,0.061,-0.02
20174,-8.61,-1.599,0.795,0.209,0.055,-0.01
20175,-8.595,-1.575,0.785,0.208,0.049,0.001
20176,-8.571,-1.542,0.79,0.206,0.04,0.013
20177,-8.552,-1.518,0.785,0.204,0.033,0.022
20178,-8.523,-1.499,0.771,0.203,0.027,0.03
20179,-8.495,-1.47,0.761,0.199,0.018,0.039
20180,-8.466,-1.451,0.761,0.197,0.012,0.044
20181,-8.432,-1.437,0.752,0.194,0.007,0.049
20182,-8.389,-1.417,0.737,0.189,0.003,0.053
20183,-8.361,-1.403,0.733,0.185,0.001,0.054
20184,-8.337,-1.393,0.713,0.18,0.002,0.055
20185,-8.308,-1.374,0.709,0.172,0.005,0.054
20186,-8.294,-1.36,0.704,0.166,0.011,0.053
20187,-8.284,-1.341,0.685,0.156,0.022,0.051
20188,-8.274,-1.331,0.666,0.148,0.033,0.048
20189,-8.27,-1.312,0.656,0.14,0.044,0.046
20190,-8.27,-1.288,0.646,0.128,0.062,0.043
20191,-8.274,-1.274,0.642,0.119,0.074,0.042
20192,-8.284,-1.264,0.637,0.111,0.086,0.041
20193,-8.289,-1.259,0.632,0.101,0.1,0.039
20194,-8.294,-1.25,0.632,0.094,0.108,0.038
20195,-8.303,-1.245,0.632,0.088,0.114,0.038
20196,-8.317,-1.231,0.632,0.081,0.117,0.038
20197,-8.322,-1.221,0.632,0.078,0.116,0.037
20198,-8.327,-1.207,0.627,0.076,0.112,0.038
20199,-8.317,-1.197,0.622,0.074,0.102,0.039
20200,-8.303,-1.183,0.627,0.076,0.091,0.04
20201,-8.284,-1.164,0.627,0.078,0.076,0.04
20202,-8.25,-1.14,0.632,0.083,0.051,0.042
20203,-8.217,-1.116,0.637,0.09,0.027,0.043
20204,-8.169,-1.087,0.646,0.098,0.001,0.044
20205,-8.097,-1.053,0.656,0.112,-0.04,0.045
20206,-8.03,-1.03,0.675,0.124,-0.075,0.046
20207,-7.949,-1.006,0.675,0.139,-0.112,0.045
20208,-7.829,-0.972,0.694,0.161,-0.165,0.042
20209,-7.743,-0.948,0.709,0.177,-0.205,0.038
20210,-7.652,-0.929,0.728,0.193,-0.246,0.033
20211,-7.523,-0.924,0.737,0.215,-0.296,0.023
20212,-7.432,-0.915,0.752,0.23,-0.327,0.013
20213,-7.35,-0.91,0.752,0.242,-0.353,0.002
20214,-7.269,-0.915,0.761,0.254,-0.374,-0.016
20215,-7.221,-0.929,0.752,0.259,-0.377,-0.031
20216,-7.197,-0.948,0.723,0.259,-0.367,-0.048
20217,-7.436,-1.053,0.589,0.197,-0.136,-0.123
20218,-7.57,-1.077,0.594,0.173,-0.052,-0.135
20219,-7.805,-1.106,0.603,0.138,0.071,-0.148
20220,-8.006,-1.12,0.608,0.112,0.168,-0.153
20221,-8.317,-1.149,0.613,0.074,0.298,-0.156
20222,-8.566,-1.173,0.613,0.047,0.394,-0.154
20223,-8.849,-1.197,0.618,0.021,0.482,-0.148
20224,-9.246,-1.226,0.646,-0.013,0.588,-0.136
20225,-9.543,-1.245,0.651,-0.036,0.655,-0.124
20226,-9.835,-1.264,0.637,-0.058,0.712,-0.11
20227,-10.223,-1.293,0.618,-0.085,0.77,-0.088
20228,-10.501,-1.307,0.627,-0.102,0.797,-0.07
20229,-10.76,-1.326,0.622,-0.118,0.807,-0.051
20230,-11.056,-1.36,0.613,-0.136,0.794,-0.025
20231,-11.253,-1.379,0.613,-0.146,0.763,-0.005
20232,-11.463,-1.398,0.603,-0.155,0.696,0.02
20233,-11.578,-1.403,0.599,-0.159,0.627,0.037
20234,-11.655,-1.413,0.622,-0.159,0.541,0.054
20235,-11.708,-1.413,0.622,-0.155,0.405,0.074
20236,-11.703,-1.417,0.627,-0.147,0.292,0.086
20237,-11.655,-1.417,0.651,-0.137,0.171,0.096
20238,-11.545,-1.427,0.69,-0.116,0.002,0.106
20239,-11.42,-1.427,0.713,-0.098,-0.125,0.111
20240,-11.262,-1.422,0.728,-0.076,-0.248,0.112
20241,-11.018,-1.422,0.752,-0.045,-0.402,0.109
20242,-10.817,-1.432,0.771,-0.021,-0.505,0.104
20243,-10.525,-1.441,0.804,0.013,-0.62,0.092
20244,-10.3,-1.437,0.814,0.039,-0.688,0.08
20245,-10.065,-1.437,0.843,0.063,-0.737,0.066
20246,-9.744,-1.437,0.881,0.095,-0.776,0.046
20247,-9.51,-1.437,0.905,0.118,-0.783,0.029
20248,-9.285,-1.437,0.91,0.139,-0.77,0.011
20249,-8.997,-1.432,0.915,0.165,-0.722,-0.011
20250,-8.801,-1.417,0.919,0.183,-0.665,-0.028
20251,-8.581,-1.417,0.924,0.205,-0.564,-0.048
20252,-8.452,-1.408,0.939,0.22,-0.475,-0.061
20253,-8.341,-1.398,0.943,0.234,-0.375,-0.072
20254,-8.246,-1.389,0.962,0.252,-0.234,-0.083
20255,-8.217,-1.384,0.982,0.265,-0.124,-0.089
20256,-8.226,-1.369,0.996,0.277,-0.013,-0.092
20257,-8.289,-1.36,1.01,0.291,0.129,-0.09
20258,-8.365,-1.35,1.01,0.301,0.23,-0.085
20259,-8.466,-1.341,1.01,0.31,0.324,-0.079
20260,-8.643,-1.326,1.01,0.32,0.434,-0.066
20261,-8.796,-1.312,1.001,0.325,0.503,-0.054
20262,-9.017,-1.283,0.986,0.331,0.577,-0.035
20263,-9.184,-1.255,0.986,0.334,0.616,-0.019
20264,-9.783,-1.159,0.91,0.332,0.631,0.054
20265,-9.912,-1.13,0.895,0.327,0.585,0.074
20266,-9.984,-1.106,0.891,0.323,0.536,0.087
20267,-10.036,-1.087,0.867,0.319,0.477,0.097
20268,-10.07,-1.068,0.857,0.311,0.386,0.107
20269,-10.07,-1.058,0.852,0.305,0.309,0.112
20270,-10.051,-1.044,0.862,0.298,0.229,0.113
20271,-9.993,-1.025,0.886,0.287,0.119,0.11
20272,-9.926,-1.015,0.895,0.276,0.039,0.104
20273,-9.85,-1.006,0.9,0.265,-0.039,0.096
20274,-9.725,-0.991,0.919,0.249,-0.132,0.081
20275,-9.625,-0.982,0.948,0.235,-0.192,0.067
20276,-9.471,-0.967,0.977,0.215,-0.258,0.046
20277,-9.361,-0.962,1.001,0.198,-0.294,0.029
20278,-9.246,-0.962,1.02,0.18,-0.317,0.011
20279,-9.098,-0.962,1.034,0.154,-0.329,-0.013
20280,-8.983,-0.962,1.053,0.132,-0.321,-0.032
20281,-8.887,-0.962,1.068,0.11,-0.301,-0.049
20282,-8.782,-0.977,1.077,0.08,-0.255,-0.072
20283,-8.715,-0.991,1.082,0.056,-0.209,-0.087
20284,-8.662,-1.015,1.101,0.032,-0.154,-0.1
20285,-8.624,-1.044,1.106,-0.002,-0.07,-0.116
20286,-8.619,-1.073,1.101,-0.027,-0.002,-0.125
20287,-8.648,-1.106,1.106,-0.06,0.093,-0.133
20288,-8.691,-1.135,1.116,-0.085,0.165,-0.136
20289,-8.758,-1.173,1.13,-0.109,0.234,-0.136
20290,-8.868,-1.221,1.135,-0.138,0.322,-0.134
20291,-8.973,-1.255,1.14,-0.159,0.381,-0.129
20292,-9.084,-1.298,1.144,-0.178,0.434,-0.122
20293,-9.261,-1.346,1.14,-0.2,0.492,-0.109
20294,-9.4,-1.389,1.14,-0.214,0.526,-0.098
20295,-9.582,-1.437,1.125,-0.229,0.558,-0.081
20296,-9.716,-1.48,1.106,-0.238,0.573,-0.067
20297,-9.84,-1.513,1.087,-0.244,0.581,-0.053
20298,-10.008,-1.575,1.068,-0.248,0.582,-0.034
20299,-10.118,-1.609,1.053,-0.248,0.572,-0.019
20300,-10.218,-1.647,1.058,-0.246,0.556,-0.003
20301,-10.338,-1.69,1.039,-0.239,0.525,0.015
20302,-10.415,-1.719,1.03,-0.231,0.494,0.029
20303,-10.491,-1.753,1.039,-0.217,0.444,0.045
20304,-10.539,-1.762,1.039,-0.204,0.402,0.057
20305,-10.568,-1.767,1.025,-0.188,0.357,0.068
20306,-10.592,-1.776,1.025,-0.165,0.295,0.081
20307,-10.587,-1.772,1.034,-0.146,0.248,0.09
20308,-10.582,-1.776,1.034,-0.126,0.201,0.098
20309,-10.549,-1.762,1.025,-0.097,0.141,0.106
20310,-10.515,-1.753,1.039,-0.076,0.1,0.11
20311,-10.467,-1.733,1.034,-0.054,0.062,0.115
20312,-10.4,-1.695,1.039,-0.025,0.02,0.118
20313,-10.343,-1.662,1.034,-0.004,-0.005,0.118
20314,-10.008,-1.484,1.01,0.073,-0.048,0.111
20315,-9.946,-1.437,1.001,0.084,-0.042,0.107
20316,-9.874,-1.393,0.972,0.093,-0.031,0.102
20317,-9.797,-1.341,0.967,0.101,-0.008,0.095
20318,-9.744,-1.298,0.943,0.104,0.012,0.089
20319,-9.697,-1.25,0.934,0.105,0.036,0.083
20320,-9.634,-1.202,0.924,0.104,0.069,0.073
20321,-9.601,-1.168,0.924,0.1,0.094,0.066
20322,-9.582,-1.14,0.905,0.095,0.12,0.058
20323,-9.558,-1.101,0.881,0.085,0.153,0.048
20324,-9.548,-1.073,0.867,0.076,0.175,0.039
20325,-9.543,-1.044,0.852,0.063,0.202,0.027
20326,-9.553,-1.02,0.852,0.051,0.219,0.018
20327,-9.567,-1.001,0.848,0.039,0.232,0.009
20328,-9.582,-0.991,0.814,0.022,0.244,-0.004
20329,-9.606,-0.982,0.804,0.009,0.251,-0.014
20330,-9.625,-0.972,0.795,-0.005,0.253,-0.023
20331,-9.658,-0.958,0.785,-0.024,0.251,-0.036
20332,-9.682,-0.953,0.785,-0.037,0.246,-0.047
20333,-9.711,-0.958,0.785,-0.05,0.238,-0.057
20334,-9.74,-0.962,0.781,-0.068,0.223,-0.07
20335,-9.744,-0.972,0.79,-0.079,0.209,-0.08
20336,-9.744,-0.982,0.804,-0.091,0.193,-0.091
20337,-9.735,-1.006,0.828,-0.104,0.169,-0.104
20338,-9.725,-1.02,0.833,-0.114,0.149,-0.114
20339,-9.706,-1.039,0.852,-0.124,0.12,-0.127
20340,-9.677,-1.058,0.867,-0.13,0.098,-0.136
20341,-9.644,-1.082,0.886,-0.135,0.075,-0.145
20342,-9.591,-1.12,0.915,-0.139,0.046,-0.156
20343,-9.543,-1.14,0.929,-0.139,0.025,-0.165
20344,-9.5,-1.168,0.953,-0.138,0.007,-0.173
20345,-9.438,-1.207,0.996,-0.135,-0.015,-0.183
20346,-9.39,-1.231,1.025,-0.131,-0.028,-0.189
20347,-9.323,-1.274,1.063,-0.123,-0.038,-0.199
20348,-9.28,-1.298,1.087,-0.116,-0.041,-0.205
20349,-9.232,-1.326,1.106,-0.109,-0.04,-0.211
20350,-9.175,-1.35,1.116,-0.097,-0.032,-0.217
20351,-9.131,-1.374,1.13,-0.086,-0.02,-0.221
20352,-9.064,-1.398,1.164,-0.072,0.001,-0.225
20353,-9.031,-1.422,1.183,-0.06,0.019,-0.226
20354,-8.993,-1.437,1.192,-0.046,0.04,-0.227
20355,-8.935,-1.456,1.197,-0.027,0.07,-0.227
20356,-8.906,-1.475,1.202,-0.012,0.092,-0.226
20357,-8.878,-1.494,1.207,0.005,0.115,-0.223
20358,-8.844,-1.518,1.192,0.029,0.142,-0.219
20359,-8.815,-1.523,1.178,0.047,0.161,-0.216
20360,-8.796,-1.528,1.178,0.066,0.178,-0.211
20361,-8.772,-1.532,1.178,0.092,0.197,-0.205
20362,-8.748,-1.542,1.183,0.113,0.209,-0.2
20363,-8.729,-1.537,1.173,0.139,0.221,-0.193
20364,-8.71,-1.523,1.173,0.158,0.227,-0.187
20365,-8.691,-1.508,1.154,0.178,0.231,-0.181
20366,-8.653,-1.499,1.135,0.204,0.233,-0.173
20367,-8.619,-1.484,1.116,0.223,0.231,-0.167
20368,-8.59,-1.465,1.097,0.242,0.227,-0.161
20369,-8.552,-1.427,1.082,0.267,0.217,-0.154
20370,-8.514,-1.413,1.077,0.286,0.208,-0.15
20371,-8.475,-1.398,1.073,0.304,0.196,-0.146
20372,-8.404,-1.36,1.053,0.329,0.178,-0.141
20373,-8.092,-1.235,1.03,0.403,0.102,-0.137
20374,-7.982,-1.197,1.015,0.425,0.076,-0.14
20375,-7.891,-1.164,1.01,0.44,0.057,-0.143
20376,-7.796,-1.125,1.01,0.455,0.037,-0.146
20377,-7.657,-1.082,1.02,0.475,0.01,-0.153
20378,-7.542,-1.058,1.015,0.489,-0.01,-0.159
20379,-7.432,-1.034,1.02,0.502,-0.029,-0.167
20380,-7.293,-1.01,1.034,0.518,-0.051,-0.178
20381,-7.192,-0.996,1.03,0.53,-0.065,-0.188
20382,-7.072,-0.982,1.034,0.543,-0.078,-0.204
20383,-6.977,-0.982,1.039,0.55,-0.083,-0.216
20384,-6.895,-0.982,1.039,0.555,-0.083,-0.229
20385,-6.823,-0.982,1.039,0.557,-0.072,-0.249
20386,-6.766,-0.991,1.03,0.555,-0.056,-0.264
20387,-6.732,-0.996,1.02,0.55,-0.033,-0.28
20388,-6.709,-1.015,1.034,0.541,0.009,-0.3
20389,-6.709,-1.044,1.02,0.531,0.048,-0.314
20390,-6.728,-1.068,1.034,0.515,0.108,-0.331
20391,-6.761,-1.082,1.039,0.5,0.158,-0.342
20392,-6.809,-1.106,1.044,0.486,0.21,-0.351
20393,-6.886,-1.14,1.063,0.467,0.281,-0.36
20394,-6.953,-1.168,1.068,0.454,0.332,-0.365
20395,-7.034,-1.202,1.092,0.441,0.379,-0.367
20396,-7.149,-1.25,1.106,0.427,0.433,-0.367
20397,-7.235,-1.298,1.125,0.418,0.468,-0.366
20398,-7.331,-1.35,1.135,0.411,0.495,-0.362
20399,-7.456,-1.432,1.154,0.405,0.52,-0.356
20400,-7.556,-1.499,1.173,0.402,0.531,-0.35
20401,-7.652,-1.561,1.173,0.401,0.536,-0.343
20402,-7.786,-1.652,1.188,0.402,0.533,-0.333
20403,-7.882,-1.729,1.192,0.403,0.525,-0.323
20404,-8.011,-1.839,1.183,0.407,0.51,-0.311
20405,-8.112,-1.925,1.173,0.412,0.497,-0.301
20406,-8.198,-2.021,1.159,0.417,0.483,-0.29
20407,-8.327,-2.14,1.144,0.425,0.467,-0.274
20408,-8.418,-2.236,1.125,0.433,0.458,-0.261
20409,-8.519,-2.332,1.111,0.441,0.452,-0.247
20410,-8.667,-2.461,1.077,0.454,0.452,-0.226
20411,-8.772,-2.552,1.053,0.465,0.458,-0.209
20412,-8.887,-2.648,1.015,0.477,0.47,-0.191
20413,-9.05,-2.758,0.953,0.495,0.498,-0.165
20414,-9.189,-2.835,0.91,0.51,0.526,-0.143
20415,-9.342,-2.902,0.862,0.526,0.559,-0.119
20416,-9.548,-2.998,0.804,0.55,0.609,-0.083
20417,-9.711,-3.05,0.752,0.569,0.65,-0.054
20418,-9.931,-3.098,0.656,0.596,0.708,-0.011
20419,-10.104,-3.127,0.599,0.619,0.752,0.025
20420,-10.281,-3.146,0.532,0.642,0.794,0.062
20421,-10.525,-3.16,0.45,0.674,0.842,0.116
20422,-10.707,-3.156,0.383,0.698,0.871,0.158
20423,-10.884,-3.136,0.316,0.724,0.893,0.201
20424,-11.128,-3.103,0.211,0.758,0.909,0.26
20425,-11.301,-3.06,0.144,0.782,0.91,0.304
20426,-11.468,-3.007,0.077,0.806,0.902,0.348
20427,-11.684,-2.911,-0.019,0.835,0.875,0.404
20428,-11.823,-2.83,-0.096,0.855,0.842,0.444
20429,-11.947,-2.739,-0.163,0.872,0.8,0.482
20430,-12.081,-2.6,-0.235,0.892,0.73,0.528
20431,-12.163,-2.49,-0.283,0.904,0.667,0.558
20432,-12.215,-2.365,-0.335,0.911,0.596,0.585
20433,-12.258,-2.203,-0.397,0.917,0.492,0.614
20434,-12.263,-2.073,-0.441,0.917,0.409,0.63
20435,-11.985,-1.465,-0.527,0.859,0.001,0.632
20436,-11.866,-1.35,-0.522,0.834,-0.08,0.617
20437,-11.741,-1.24,-0.522,0.806,-0.156,0.596
20438,-11.54,-1.106,-0.493,0.762,-0.25,0.559
20439,-11.382,-1.006,-0.469,0.724,-0.314,0.525
20440,-11.167,-0.891,-0.441,0.667,-0.386,0.472
20441,-11.004,-0.819,-0.412,0.62,-0.431,0.428
20442,-10.841,-0.757,-0.373,0.569,-0.466,0.379
20443,-10.616,-0.68,-0.33,0.496,-0.499,0.31
20444,-10.467,-0.632,-0.306,0.437,-0.512,0.257
20445,-10.305,-0.603,-0.287,0.377,-0.516,0.202
20446,-10.123,-0.584,-0.249,0.293,-0.506,0.128
20447,-9.989,-0.57,-0.211,0.228,-0.488,0.073
20448,-9.835,-0.575,-0.163,0.143,-0.452,0.003
20449,-9.725,-0.589,-0.134,0.08,-0.416,-0.048
20450,-9.639,-0.618,-0.091,0.02,-0.373,-0.096
20451,-9.558,-0.68,-0.048,-0.057,-0.308,-0.155
20452,-9.51,-0.742,-0.019,-0.11,-0.255,-0.194
20453,-9.481,-0.819,0.01,-0.159,-0.199,-0.231
20454,-9.462,-0.939,0.062,-0.217,-0.123,-0.275
20455,-9.467,-1.039,0.105,-0.254,-0.067,-0.302
20456,-9.5,-1.188,0.148,-0.294,0.005,-0.334
20457,-9.543,-1.302,0.187,-0.317,0.054,-0.354
20458,-9.606,-1.422,0.211,-0.333,0.099,-0.371
20459,-9.701,-1.59,0.249,-0.345,0.149,-0.387
20460,-9.778,-1.719,0.287,-0.347,0.178,-0.394
20461,-9.888,-1.872,0.33,-0.34,0.205,-0.4
20462,-9.979,-1.982,0.34,-0.327,0.217,-0.4
20463,-10.075,-2.088,0.359,-0.308,0.221,-0.397
20464,-10.19,-2.222,0.402,-0.275,0.214,-0.389
20465,-10.271,-2.313,0.407,-0.244,0.201,-0.381
20466,-10.353,-2.413,0.421,-0.208,0.182,-0.37
20467,-10.444,-2.519,0.441,-0.154,0.149,-0.352
20468,-10.506,-2.586,0.464,-0.109,0.118,-0.337
20469,-10.573,-2.662,0.479,-0.045,0.071,-0.313
20470,-10.635,-2.83,0.527,0.186,-0.109,-0.229
20471,-10.602,-2.844,0.536,0.258,-0.163,-0.202
20472,-10.568,-2.84,0.541,0.311,-0.203,-0.181
20473,-10.515,-2.83,0.546,0.364,-0.239,-0.161
20474,-10.429,-2.801,0.56,0.431,-0.283,-0.135
20475,-10.362,-2.768,0.565,0.479,-0.311,-0.116
20476,-10.295,-2.729,0.57,0.523,-0.334,-0.099
20477,-10.195,-2.662,0.575,0.577,-0.36,-0.076
20478,-10.113,-2.605,0.56,0.614,-0.374,-0.061
20479,-9.998,-2.528,0.551,0.657,-0.385,-0.043
20480,-9.912,-2.461,0.56,0.682,-0.388,-0.03
20481,-9.831,-2.385,0.551,0.703,-0.388,-0.019
20482,-9.716,-2.289,0.532,0.722,-0.382,-0.008
20483,-9.639,-2.207,0.522,0.731,-0.374,-0.002
20484,-9.567,-2.126,0.508,0.732,-0.364,0.003
20485,-9.471,-2.016,0.474,0.726,-0.347,0.007
20486,-9.414,-1.93,0.464,0.715,-0.333,0.007
20487,-9.361,-1.848,0.45,0.698,-0.318,0.006
20488,-9.299,-1.748,0.436,0.666,-0.297,0.003
20489,-9.256,-1.681,0.417,0.637,-0.281,-0.001
20490,-9.218,-1.58,0.417,0.59,-0.26,-0.011
20491,-9.203,-1.518,0.417,0.55,-0.245,-0.019
20492,-9.194,-1.47,0.426,0.506,-0.231,-0.028
20493,-9.189,-1.413,0.421,0.442,-0.213,-0.043
20494,-9.194,-1.379,0.412,0.39,-0.201,-0.056
20495,-9.199,-1.355,0.407,0.335,-0.19,-0.068
20496,-9.213,-1.336,0.393,0.26,-0.177,-0.087
20497,-9.232,-1.331,0.383,0.203,-0.168,-0.101
20498,-9.251,-1.322,0.373,0.144,-0.161,-0.116
20499,-9.27,-1.331,0.378,0.067,-0.155,-0.135
20500,-9.299,-1.341,0.393,0.01,-0.153,-0.149
20501,-9.328,-1.369,0.407,-0.064,-0.153,-0.169
20502,-9.352,-1.403,0.407,-0.118,-0.156,-0.183
20503,-9.366,-1.441,0.417,-0.168,-0.162,-0.195
20504,-9.395,-1.489,0.445,-0.231,-0.172,-0.212
20505,-9.409,-1.537,0.469,-0.274,-0.181,-0.224
20506,-9.433,-1.609,0.484,-0.327,-0.195,-0.239
20507,-9.457,-1.662,0.488,-0.363,-0.207,-0.248
20508,-9.476,-1.709,0.498,-0.394,-0.218,-0.256
20509,-9.491,-1.781,0.512,-0.43,-0.235,-0.265
20510,-9.5,-1.829,0.541,-0.453,-0.246,-0.27
20511,-9.495,-2.045,0.627,-0.511,-0.295,-0.273
20512,-9.481,-2.083,0.646,-0.513,-0.304,-0.27
20513,-9.448,-2.14,0.69,-0.509,-0.316,-0.265
20514,-9.419,-2.145,0.69,-0.504,-0.324,-0.259
20515,-9.395,-2.174,0.713,-0.497,-0.33,-0.248
20516,-9.361,-2.227,0.761,-0.481,-0.337,-0.233
20517,-9.342,-2.274,0.809,-0.463,-0.343,-0.224
20518,-9.328,-2.308,0.828,-0.441,-0.351,-0.217
20519,-9.285,-2.322,0.852,-0.41,-0.361,-0.209
20520,-9.246,-2.313,0.852,-0.385,-0.37,-0.203
20521,-9.184,-2.279,0.843,-0.354,-0.378,-0.193
20522,-9.127,-2.241,0.833,-0.332,-0.383,-0.184
20523,-9.069,-2.193,0.824,-0.311,-0.386,-0.173
20524,-8.988,-2.136,0.819,-0.283,-0.389,-0.156
20525,-8.921,-2.107,0.824,-0.263,-0.391,-0.142
20526,-8.825,-2.064,0.814,-0.237,-0.394,-0.124
20527,-8.753,-2.03,0.804,-0.218,-0.396,-0.111
20528,-8.677,-2.002,0.8,-0.197,-0.4,-0.1
20529,-8.576,-1.963,0.79,-0.169,-0.404,-0.089
20530,-8.49,-1.93,0.785,-0.147,-0.409,-0.084
20531,-8.413,-1.887,0.771,-0.125,-0.415,-0.081
20532,-8.303,-1.834,0.766,-0.094,-0.424,-0.08
20533,-8.217,-1.781,0.761,-0.072,-0.432,-0.083
20534,-8.107,-1.719,0.747,-0.044,-0.444,-0.088
20535,-8.021,-1.671,0.757,-0.026,-0.454,-0.093
20536,-7.944,-1.623,0.737,-0.009,-0.462,-0.101
20537,-7.839,-1.556,0.713,0.008,-0.474,-0.112
20538,-7.762,-1.499,0.685,0.016,-0.482,-0.121
20539,-7.652,-1.432,0.661,0.022,-0.491,-0.134
20540,-7.58,-1.384,0.646,0.023,-0.497,-0.144
20541,-7.513,-1.341,0.622,0.021,-0.501,-0.154
20542,-7.422,-1.279,0.613,0.013,-0.504,-0.168
20543,-7.36,-1.235,0.608,0.004,-0.505,-0.179
20544,-7.307,-1.192,0.613,-0.007,-0.505,-0.19
20545,-7.23,-1.154,0.603,-0.023,-0.502,-0.205
20546,-7.183,-1.125,0.603,-0.037,-0.498,-0.215
20547,-6.986,-0.982,0.599,-0.102,-0.472,-0.261
20548,-6.943,-0.962,0.599,-0.113,-0.466,-0.27
20549,-6.9,-0.924,0.603,-0.128,-0.462,-0.28
20550,-6.871,-0.905,0.613,-0.138,-0.461,-0.289
20551,-6.843,-0.886,0.618,-0.147,-0.463,-0.297
20552,-6.809,-0.862,0.637,-0.158,-0.47,-0.309
20553,-6.79,-0.857,0.646,-0.166,-0.478,-0.319
20554,-6.771,-0.867,0.646,-0.178,-0.491,-0.334
20555,-6.756,-0.876,0.646,-0.189,-0.502,-0.346
20556,-6.752,-0.895,0.656,-0.201,-0.512,-0.36
20557,-6.756,-0.934,0.661,-0.221,-0.523,-0.381
20558,-6.766,-0.972,0.67,-0.24,-0.527,-0.398
20559,-6.795,-1.01,0.675,-0.263,-0.527,-0.415
20560,-6.852,-1.082,0.69,-0.299,-0.516,-0.439
20561,-6.919,-1.149,0.704,-0.33,-0.5,-0.455
20562,-7.034,-1.255,0.713,-0.376,-0.468,-0.476
20563,-7.135,-1.331,0.728,-0.415,-0.435,-0.49
20564,-7.254,-1.417,0.752,-0.456,-0.393,-0.503
20565,-7.441,-1.528,0.776,-0.513,-0.327,-0.516
20566,-7.599,-1.614,0.8,-0.558,-0.269,-0.523
20567,-7.843,-1.733,0.814,-0.618,-0.181,-0.526
20568,-8.054,-1.824,0.814,-0.663,-0.108,-0.524
20569,-8.279,-1.911,0.828,-0.706,-0.031,-0.517
20570,-8.605,-2.03,0.833,-0.761,0.077,-0.5
20571,-8.859,-2.112,0.828,-0.799,0.158,-0.48
20572,-9.127,-2.184,0.833,-0.833,0.238,-0.455
20573,-9.462,-2.279,0.819,-0.872,0.34,-0.414
20574,-9.72,-2.346,0.838,-0.897,0.41,-0.376
20575,-10.056,-2.437,0.838,-0.921,0.489,-0.321
20576,-10.29,-2.49,0.824,-0.933,0.537,-0.277
20577,-10.506,-2.538,0.824,-0.939,0.571,-0.23
20578,-10.769,-2.6,0.843,-0.94,0.592,-0.168
20579,-10.942,-2.643,0.852,-0.934,0.586,-0.12
20580,-11.085,-2.677,0.876,-0.923,0.563,-0.075
20581,-11.243,-2.701,0.891,-0.901,0.507,-0.016
20582,-11.478,-2.682,0.943,-0.787,0.171,0.142
20583,-11.459,-2.648,0.943,-0.745,0.048,0.179
20584,-11.42,-2.605,0.943,-0.714,-0.04,0.205
20585,-11.368,-2.547,0.943,-0.683,-0.122,0.227
20586,-11.258,-2.461,0.939,-0.643,-0.218,0.255
20587,-11.157,-2.394,0.943,-0.613,-0.277,0.273
20588,-10.989,-2.298,0.953,-0.574,-0.338,0.296
20589,-10.841,-2.217,0.958,-0.544,-0.369,0.312
20590,-10.673,-2.145,0.982,-0.515,-0.389,0.326
20591,-10.439,-2.035,1.015,-0.475,-0.398,0.344
20592,-10.257,-1.954,1.039,-0.444,-0.393,0.356
20593,-10.07,-1.872,1.058,-0.412,-0.379,0.366
20594,-9.821,-1.762,1.063,-0.369,-0.348,0.377
20595,-9.629,-1.69,1.068,-0.337,-0.317,0.383
20596,-9.39,-1.595,1.068,-0.295,-0.266,0.388
20597,-9.227,-1.523,1.063,-0.263,-0.222,0.39
20598,-9.079,-1.446,1.039,-0.234,-0.174,0.389
20599,-8.897,-1.35,1.01,-0.197,-0.105,0.386
20600,-8.787,-1.288,0.991,-0.172,-0.05,0.382
20601,-8.701,-1.226,0.967,-0.149,0.007,0.376
